Symbol,Name,Country;
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece;
PXSAW,Pyxis Tankers Inc. Warrant,Greece;
PYCR,Paycor HCM Inc. Common Stock,United States;
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States;
PYPD,PolyPid Ltd. Ordinary Shares,Israel;
PYPL,PayPal Holdings Inc. Common Stock,United States;
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,United States;
PYXS,Pyxis Oncology Inc. Common Stock,United States;
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States;
PZG,Paramount Gold Nevada Corp. Common Stock,United States;
PZU.WA,PZU,Poland;
PZZA,Papa John's International Inc. Common Stock,United States;
QBTS,D-Wave Quantum Inc. Common Shares,;
QCOM,QUALCOMM Incorporated Common Stock,United States;
QCRH,QCR Holdings Inc. Common Stock,United States;
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China;
QDEL,QuidelOrtho Corporation Common Stock,United States;
QDRO,Quadro Acquisition One Corp. Class A Ordinary Shares,United States;
QDROW,Quadro Acquisition One Corp.  Warrant,United States;
QETAR,Quetta Acquisition Corporation Right,United States;
QFIN,Qifu Technology Inc. American Depositary Shares,China;
QFTA,Quantum FinTech Acquisition Corporation Common Stock,;
QGEN,Qiagen N.V. Common Shares ,Netherlands;
QH,Quhuo Limited American Depository Shares,China;
QIPT,Quipt Home Medical Corp. Common Shares,United States;
QLGN,Qualigen Therapeutics Inc. Common Stock,United States;
QLI,Qilian International Holding Group Ltd. Ordinary Shares,China;
QLYS,Qualys Inc. Common Stock,United States;
QMCO,Quantum Corporation Common Stock,United States;
QNCX,Quince Therapeutics Inc. Common Stock,United States;
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,Israel;
QNST,QuinStreet Inc. Common Stock,United States;
QOMO,Qomolangma Acquisition Corp. Common Stock,United States;
QOMOR,Qomolangma Acquisition Corp. Right,United States;
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States;
QRHC,Quest Resource Holding Corporation Common Stock,United States;
QRS.WA,QUERCUS,Poland;
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States;
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States;
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States;
QRVO,Qorvo Inc. Common Stock,United States;
QS,QuantumScape Corporation Class A Common Stock,United States;
QSG,QuantaSing Group Limited American Depositary Shares,China;
QSI,Quantum-Si Incorporated Class A Common Stock,United States;
QSIAW,Quantum-Si Incorporated Warrant,United States;
QSR,Restaurant Brands International Inc. Common Shares,Canada;
QTRX,Quanterix Corporation Common Stock,United States;
QTWO,Q2 Holdings Inc. Common Stock,United States;
QUAD,Quad Graphics Inc Class A Common Stock,United States;
QUBT,Quantum Computing Inc. Common Stock,United States;
QUIK,QuickLogic Corporation Common Stock,United States;
QURE,uniQure N.V. Ordinary Shares,Netherlands;
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States;
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States;
R,Ryder System Inc. Common Stock,United States;
RA,Brookfield Real Assets Income Fund Inc. Common Stock,;
RACE,Ferrari N.V. Common Shares,Italy;
RAE.WA,RAEN,Poland;
RAIL,FreightCar America Inc. Common Stock,United States;
RAIN,Rain Oncology Inc. Common Stock,United States;
RAMP,LiveRamp Holdings Inc. Common Stock,United States;
RAND,Rand Capital Corporation Common Stock,United States;
RANI,Rani Therapeutics Holdings Inc. Class A Common Stock,United States;
RAPT,RAPT Therapeutics Inc. Common Stock,United States;
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,United States;
RAVE,Rave Restaurant Group Inc. Common Stock,United States;
RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,China;
RBA,RB Global Inc. Common Stock,Canada;
RBB,RBB Bancorp Common Stock,United States;
RBBN,Ribbon Communications Inc. Common Stock,United States;
RBC,RBC Bearings Incorporated Common Stock,United States;
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States;
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,United States;
RBKB,Rhinebeck Bancorp Inc. Common Stock,United States;
RBLX,Roblox Corporation Class A Common Stock,United States;
RBOT,Vicarious Surgical Inc. Class A Common Stock,Hong Kong;
RBT,Rubicon Technologies Inc. Class A Common Stock,;
RBW.WA,RAINBOW,Poland;
RC,Ready Capital Corproation Common Stock,United States;
RCAC,Revelstone Capital Acquisition Corp. Class A Common Stock,United States;
RCACU,Revelstone Capital Acquisition Corp. Unit,United States;
RCACW,Revelstone Capital Acquisition Corp. Warrant,United States;
RCAT,Red Cat Holdings Inc. Common Stock,United States;
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States;
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States;
RCEL,Avita Medical Inc. Common Stock,United States;
RCFA,RCF Acquisition Corp. Class A Ordinary Shares,;
RCG,RENN Fund Inc Common Stock,United States;
RCI,Rogers Communication Inc. Common Stock,Canada;
RCKT,Rocket Pharmaceuticals Inc. Common Stock,United States;
RCKTW,Rocket Pharmaceuticals Inc. Warrant,United States;
RCKY,Rocky Brands Inc. Common Stock,United States;
RCL,Royal Caribbean Cruises Ltd. Common Stock,United States;
RCM,R1 RCM Inc. Common Stock,United States;
RCMT,RCM Technologies Inc. Common Stock,United States;
RCON,Recon Technology Ltd. Class A Ordinary Shares,China;
RCRT,Recruiter.com Group Inc. Common Stock,United States;
RCS,PIMCO Strategic Income Fund Inc.,United States;
RCUS,Arcus Biosciences Inc. Common Stock,United States;
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,United States;
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,United States;
RDCM,Radcom Ltd. Ordinary Shares,Israel;
RDFN,Redfin Corporation Common Stock,United States;
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Israel;
RDI,Reading International Inc Class A Common Stock,United States;
RDIB,Reading International Inc Class B Common Stock,United States;
RDN,Radian Group Inc. Common Stock,United States;
RDN.WA,REDAN,Poland;
RDNT,RadNet Inc. Common Stock,United States;
RDUS,Schnitzer Steel Industries Inc. Class A Common Stock,United States;
RDVT,Red Violet Inc. Common Stock ,United States;
RDW,Redwire Corporation Common Stock,United States;
RDWR,Radware Ltd. Ordinary Shares,Israel;
RDY,Dr. Reddy's Laboratories Ltd Common Stock,India;
RDZN,Roadzen Inc. Ordinary Shares,United States;
RDZNW,Roadzen Inc. Warrants,United States;
REAL,The RealReal Inc. Common Stock,United States;
REAX,The Real Brokerage Inc. Common Shares,Canada;
REBN,Reborn Coffee Inc. Common Stock,United States;
REE,REE Automotive Ltd. Class A Ordinary Shares,Israel;
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,United States;
REFR,Research Frontiers Incorporated Common Stock,United States;
REG,Regency Centers Corporation Common Stock,United States;
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,United States;
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,United States;
REGN,Regeneron Pharmaceuticals Inc. Common Stock,United States;
REI,Ring Energy Inc. Common Stock,United States;
REKR,Rekor Systems Inc. Common Stock,United States;
RELI,Reliance Global Group Inc. Common Stock,United States;
RELL,Richardson Electronics Ltd. Common Stock,United States;
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),United Kingdom;
RELY,Remitly Global Inc. Common Stock,United States;
RENB,Renovaro Biosciences Inc. Common Stock,United States;
RENE,Cartesian Growth Corporation II Class A Ordinary Shares,United States;
RENEU,Cartesian Growth Corporation II Unit,United States;
RENEW,Cartesian Growth Corporation II Warrant,United States;
RENT,Rent the Runway Inc. Class A Common Stock,United States;
REPL,Replimune Group Inc. Common Stock,United States;
REPX,Riley Exploration Permian Inc. Common Stock,United States;
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),Cayman Islands;
RES,RPC Inc. Common Stock,United States;
RES.WA,RESBUD,Poland;
RETO,ReTo Eco-Solutions Inc. Common Shares,China;
REVB,Revelation Biosciences Inc. Common Stock,United States;
REVBW,Revelation Biosciences Inc. Warrant,United States;
REVG,REV Group Inc. Common Stock,United States;
REX,REX American Resources Corporation,United States;
REXR,Rexford Industrial Realty Inc. Common Stock,United States;
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,United States;
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,United States;
REYN,Reynolds Consumer Products Inc. Common Stock,United States;
REZI,Resideo Technologies Inc. Common Stock ,United States;
RF,Regions Financial Corporation Common Stock,United States;
RFAC,RF Acquisition Corp. Class A Common Stock,Singapore;
RFACU,RF Acquisition Corp. Unit,Singapore;
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States;
RFIL,RF Industries Ltd. Common Stock,United States;
RFK.WA,RAFAKO,Poland;
RFL,Rafael Holdings Inc. Class B Common Stock,United States;
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,;
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,;
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,United States;
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,United States;
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,United States;
RGA,Reinsurance Group of America Incorporated Common Stock,United States;
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Hong Kong;
RGCO,RGC Resources Inc. Common Stock,United States;
RGEN,Repligen Corporation Common Stock,United States;
RGF,The Real Good Food Company Inc. Class A Common Stock,United States;
RGLD,Royal Gold Inc. Common Stock,United States;
RGLS,Regulus Therapeutics Inc. Common Stock,United States;
RGNX,REGENXBIO Inc. Common Stock,United States;
RGP,Resources Connection Inc. Common Stock,United States;
RGR,Sturm Ruger & Company Inc. Common Stock,United States;
RGS,Regis Corporation Common Stock,United States;
RGT,Royce Global Value Trust Inc. Common Stock,;
RGTI,Rigetti Computing Inc. Common Stock,United States;
RGTIW,Rigetti Computing Inc. Warrants,United States;
RH,RH Common Stock,United States;
RHE,Regional Health Properties Inc. Common Stock,;
RHI,Robert Half Inc. Common Stock,United States;
RHP,Ryman Hospitality Properties Inc. (REIT),United States;
RICK,RCI Hospitality Holdings Inc. Common Stock,United States;
RIG,Transocean Ltd (Switzerland) Common Stock,Switzerland;
RIGL,Rigel Pharmaceuticals Inc. Common Stock,United States;
RILY,B. Riley Financial Inc. Common Stock,United States;
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,United States;
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,United States;
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,United States;
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,United States;
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,United States;
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,United States;
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,United States;
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,United States;
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,United States;
RIO,Rio Tinto Plc Common Stock,Australia;
RIOT,Riot Platforms Inc. Common Stock ,United States;
RITM,Rithm Capital Corp. Common Stock,United States;
RITM^A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
RITM^B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
RITM^C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States;
RITM^D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,United States;
RIV,RiverNorth Opportunities Fund Inc. Common Stock,;
RIVN,Rivian Automotive Inc. Class A Common Stock,United States;
RIV^A,RiverNorth Opportunities Fund Inc. 6.00% Series A Perpetual Preferred Stock,;
RJF,Raymond James Financial Inc. Common Stock,United States;
RJF^B,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States;
RKDA,Arcadia Biosciences Inc. Common Stock,United States;
RKLB,Rocket Lab USA Inc. Common Stock,United States;
RKT,Rocket Companies Inc. Class A Common Stock,United States;
RL,Ralph Lauren Corporation Common Stock,United States;
RLAY,Relay Therapeutics Inc. Common Stock,United States;
RLGT,Radiant Logistics Inc. Common Stock,United States;
RLI,RLI Corp. Common Stock (DE),United States;
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,United States;
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,United States;
RLMD,Relmada Therapeutics Inc. Common Stock,United States;
RLP.WA,RELPOL,Poland;
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,;
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Cayman Islands;
RLYB,Rallybio Corporation Common Stock,United States;
RM,Regional Management Corp. Common Stock,United States;
RMAX,RE/MAX Holdings Inc. Class A Common Stock,United States;
RMBI,Richmond Mutual Bancorporation Inc. Common Stock,United States;
RMBL,RumbleOn Inc. Class B Common Stock,United States;
RMBS,Rambus Inc. Common Stock,United States;
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,United States;
RMCO,Royalty Management Holding Corporation Class A Common Stock,United States;
RMCOW,Royalty Management Holding Corporation Warrant,United States;
RMD,ResMed Inc. Common Stock,United States;
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,United States;
RMGCU,RMG Acquisition Corp. III Unit,United States;
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,;
RMK.WA,REMAK,Poland;
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,;
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,;
RMNI,Rimini Street Inc. (DE) Common Stock,United States;
RMPL^,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share,;
RMR,The RMR Group Inc. Class A Common Stock,United States;
RMT,Royce Micro-Cap Trust Inc. Common Stock,United States;
RMTI,Rockwell Medical Inc. Common Stock,United States;
RNA,Avidity Biosciences Inc. Common Stock,United States;
RNAC,Cartesian Therapeutics Inc. Common Stock,United States;
RNAZ,TransCode Therapeutics Inc. Common Stock,United States;
RNG,RingCentral Inc. Class A Common Stock,United States;
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States;
RNK.WA,RANKPROGR,Poland;
RNLX,Renalytix plc American Depositary Shares,United Kingdom;
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States;
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda;
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,Bermuda;
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,Bermuda;
RNST,Renasant Corporation Common Stock,United States;
RNW,ReNew Energy Global plc Class A Ordinary Shares,United Kingdom;
RNWWW,ReNew Energy Global plc Warrant,United Kingdom;
RNXT,RenovoRx Inc. Common Stock,United States;
ROAD,Construction Partners Inc. Class A Common Stock,United States;
ROCK,Gibraltar Industries Inc. Common Stock,United States;
ROCL,Roth CH Acquisition V Co. Common Stock,United States;
ROCLW,Roth CH Acquisition V Co. Warrant,United States;
ROG,Rogers Corporation Common Stock,United States;
ROI,RiskOn International Inc. Common Stock,United States;
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),United States;
ROIV,Roivant Sciences Ltd. Common Shares,United Kingdom;
ROK,Rockwell Automation Inc. Common Stock,United States;
ROKU,Roku Inc. Class A Common Stock,United States;
ROL,Rollins Inc. Common Stock,United States;
ROMA,Roma Green Finance Limited Ordinary Shares,Hong Kong;
ROOT,Root Inc. Class A Common Stock,United States;
ROP,Roper Technologies Inc. Common Stock,United States;
ROSS,Ross Acquisition Corp II Class A Ordinary Shares,;
ROST,Ross Stores Inc. Common Stock,United States;
ROVR,Rover Group Inc. Class A Common Stock,United States;
RPAY,Repay Holdings Corporation Class A Common Stock,United States;
RPC.WA,ROPCZYCE,Poland;
RPD,Rapid7 Inc. Common Stock,United States;
RPHM,Reneo Pharmaceuticals Inc. Common Stock,United States;
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,United States;
RPM,RPM International Inc. Common Stock,United States;
RPRX,Royalty Pharma plc Class A Ordinary Shares ,United States;
RPTX,Repare Therapeutics Inc. Common Shares,Canada;
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States;
RR,Richtech Robotics Inc. Class B Common Stock,United States;
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,;
RRBI,Red River Bancshares Inc. Common Stock,United States;
RRC,Range Resources Corporation Common Stock,United States;
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,United States;
RRR,Red Rock Resorts Inc. Class A Common Stock,United States;
RRX,Regal Rexnord Corporation Common Stock,United States;
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States;
RSF,RiverNorth Capital and Income Fund Common Stock,;
RSG,Republic Services Inc. Common Stock,United States;
RSI,Rush Street Interactive Inc. Class A Common Stock,United States;
RSKD,Riskified Ltd. Class A Ordinary Shares,;
RSLS,ReShape Lifesciences Inc. Common Stock,United States;
RSSS,Research Solutions Inc Common Stock,United States;
RSVR,Reservoir Media Inc. Common Stock,United States;
RSVRW,Reservoir Media Inc. Warrant,United States;
RTC,Baijiayun Group Ltd. Class A Ordinary Shares,China;
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),United States;
RTX,RTX Corporation Common Stock,United States;
RUM,Rumble Inc. Class A Common Stock,United States;
RUMBW,Rumble Inc. Warrant,United States;
RUN,Sunrun Inc. Common Stock,United States;
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States;
RUSHB,Rush Enterprises Inc. Class B,United States;
RVLV,Revolve Group Inc. Class A Common Stock,United States;
RVMD,Revolution Medicines Inc. Common Stock,United States;
RVMDW,Revolution Medicines Inc. Warrant,United States;
RVNC,Revance Therapeutics Inc. Common Stock,United States;
RVP,Retractable Technologies Inc. Common Stock,United States;
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,United States;
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,United States;
RVSB,Riverview Bancorp Inc Common Stock,United States;
RVSN,Rail Vision Ltd. Ordinary Share,Israel;
RVSNW,Rail Vision Ltd. Warrant,Israel;
RVT,Royce Value Trust Inc. Common Stock,United States;
RVTY,Revvity Inc. Common Stock,United States;
RVU.WA,RYVU,Poland;
RVYL,Ryvyl Inc. Common Stock,United States;
RWAY,Runway Growth Finance Corp. Common Stock,United States;
RWAYL,Runway Growth Finance Corp. 7.50% Notes due 2027,United States;
RWAYZ,Runway Growth Finance Corp. 8.00% Notes due 2027,United States;
RWL.WA,RAWLPLUG,Poland;
RWLK,ReWalk Robotics Ltd. Ordinary Shares,Israel;
RWOD,Redwoods Acquisition Corp. Common Stock,United States;
RWODW,Redwoods Acquisition Corp. Warrants,United States;
RWT,Redwood Trust Inc. Common Stock,United States;
RWT^A,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States;
RXO,RXO Inc. Common Stock,United States;
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States;
RXST,RxSight Inc. Common Stock,United States;
RXT,Rackspace Technology Inc. Common Stock,United States;
RY,Royal Bank Of Canada Common Stock,Canada;
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland;
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States;
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,United States;
RYI,Ryerson Holding Corporation Common Stock,United States;
RYN,Rayonier Inc. REIT Common Stock,United States;
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States;
RYZB,RayzeBio Inc. Common Stock,United States;
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States;
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States;
RZLT,Rezolute Inc. Common Stock (NV),United States;
S,SentinelOne Inc. Class A Common Stock,United States;
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada;
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,United States;
SABR,Sabre Corporation Common Stock,United States;
SABS,SAB Biotherapeutics Inc. Common Stock,United States;
SACC,Sachem Capital Corp. 6.875% Notes due 2024,United States;
SACH,Sachem Capital Corp. Common Shares,United States;
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,United States;
SAFE,Safehold Inc. New Common Stock ,United States;
SAFT,Safety Insurance Group Inc. Common Stock,United States;
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,United States;
SAGAR,Sagaliam Acquisition Corp. Rights,United States;
SAGE,Sage Therapeutics Inc. Common Stock,United States;
SAH,Sonic Automotive Inc. Common Stock,United States;
SAI,SAI.TECH Global Corporation Class A Ordinary Shares,Singapore;
SAIA,Saia Inc. Common Stock,United States;
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,United States;
SAITW,SAI.TECH Global Corporation Warrant,Singapore;
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States;
SALM,Salem Media Group Inc. Class A Common Stock,United States;
SAM,Boston Beer Company Inc. (The) Common Stock,United States;
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States;
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain;
SAN.WA,SANTANDER,Poland;
SANA,Sana Biotechnology Inc. Common Stock,United States;
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada;
SANG,Sangoma Technologies Corporation Common Shares,Canada;
SANM,Sanmina Corporation Common Stock,United States;
SANW,S&W Seed Company Common Stock (NV),United States;
SAP,SAP  SE ADS,Germany;
SAR,Saratoga Investment Corp New,United States;
SASI,Sigma Additive Solutions Inc. Common Stock,United States;
SASR,Sandy Spring Bancorp Inc. Common Stock,United States;
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States;
SATL,Satellogic Inc. Class A Ordinary Shares,Uruguay;
SATLW,Satellogic Inc. Warrant,Uruguay;
SATS,EchoStar  Corporation Common Stock,United States;
SATX,SatixFy Communications Ltd. Ordinary Share,;
SAVA,Cassava Sciences Inc. Common Stock,United States;
SAVAW,Cassava Sciences Inc. Warrant,United States;
SAVE,Spirit Airlines Inc. Common Stock,United States;
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States;
SAZ,Saratoga Investment Corp 8.50% Notes due 2028,United States;
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco;
SBAC,SBA Communications Corporation Class A Common Stock,United States;
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Monaco;
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States;
SBET,SharpLink Gaming Ltd. Ordinary Shares,Israel;
SBEV,Splash Beverage Group Inc. (NV) Common Stock,;
SBFG,SB Financial Group Inc. Common Stock,United States;
SBFM,Sunshine Biopharma Inc. Common Stock,Canada;
SBFMW,Sunshine Biopharma Inc. Warrant,Canada;
SBGI,Sinclair Inc. Class A Common Stock,United States;
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States;
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States;
SBLK,Star Bulk Carriers Corp. Common Shares,Greece;
SBOW,SilverBow Resorces Inc. Common Stock,United States;
SBR,Sabine Royalty Trust Common Stock,United States;
SBRA,Sabra Health Care REIT Inc. Common Stock,United States;
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil;
SBSI,Southside Bancshares Inc. Common Stock,United States;
SBSW,D/B/A Sibanye-Stillwater Limited ADS,South Africa;
SBT,Sterling Bancorp Inc. Common Stock,United States;
SBUX,Starbucks Corporation Common Stock,United States;
SBXC,SilverBox Corp III Class A Common Stock,;
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),Monaco;
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),Monaco;
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,United States;
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,United States;
SCCD,Sachem Capital Corp. 6.00% Notes due 2026,United States;
SCCE,Sachem Capital Corp. 6.00% Notes due 2027,United States;
SCCF,Sachem Capital Corp. 7.125% Notes due 2027,United States;
SCCG,Sachem Capital Corp. 8.00% Notes due 2027,United States;
SCCO,Southern Copper Corporation Common Stock,United States;
SCD,LMP Capital and Income Fund Inc. Common Stock,United States;
SCE^G,SCE Trust II Trust Preferred Securities,United States;
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,United States;
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,United States;
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,United States;
SCE^L,SCE TRUST VI,United States;
SCE^M,SCE Trust VII 7.50% Trust Preference Securities,United States;
SCHL,Scholastic Corporation Common Stock,United States;
SCHW,Charles Schwab Corporation (The) Common Stock,United States;
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,United States;
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,United States;
SCI,Service Corporation International Common Stock,United States;
SCKT,Socket Mobile Inc. Common Stock,United States;
SCL,Stepan Company Common Stock,United States;
SCLX,Scilex Holding Company Common Stock,United States;
SCLXW,Scilex Holding Company Warrant,United States;
SCM,Stellus Capital Investment Corporation Common Stock,United States;
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,Israel;
SCOR,comScore Inc. Common Stock,United States;
SCP.WA,SCPFL,Poland;
SCPH,scPharmaceuticals Inc. Common Stock,United States;
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,United States;
SCRMW,Screaming Eagle Acquisition Corp. Warrant,United States;
SCS,Steelcase Inc. Common Stock,United States;
SCSC,ScanSource Inc. Common Stock,United States;
SCTL,Societal CDMO Inc. Common Stock,United States;
SCVL,Shoe Carnival Inc. Common Stock,United States;
SCWO,374Water Inc. Common Stock,United States;
SCWX,SecureWorks Corp. Class A Common Stock,United States;
SCX,L.S. Starrett Company (The) Common Stock,United States;
SCYX,SCYNEXIS Inc. Common Stock,United States;
SD,SandRidge Energy Inc. Common Stock,United States;
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,Hong Kong;
SDAWW,SunCar Technology Group Inc. Warrant,Hong Kong;
SDGR,Schrodinger Inc. Common Stock,United States;
SDHC,Smith Douglas Homes Corp. Class A Common Stock,;
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,;
